session_id,station_id,start_time,end_time,charge_time_hrs,kwh_total
2372,ST-007,2023-02-07 11:45:00,2023-02-07 14:53:09.855725731,3.14,10.94
2373,ST-009,2023-02-07 14:48:00,2023-02-07 15:53:51.467624601,1.1,7.02
2374,ST-011,2023-02-07 05:00:00,2023-02-07 07:37:53.036222423,2.63,6.52
2375,ST-010,2023-02-07 12:50:00,2023-02-07 17:33:16.683815309,4.72,23.99
2376,ST-001,2023-02-07 04:28:00,2023-02-07 06:03:37.962570661,1.59,3.35
2377,ST-001,2023-02-07 12:14:00,2023-02-07 15:51:12.369234071,3.62,15.07
2378,ST-011,2023-02-07 12:17:00,2023-02-07 16:06:40.249856319,3.83,17.78
2379,ST-001,2023-02-07 19:04:00,2023-02-07 21:12:55.037044379,2.15,8.09
2380,ST-006,2023-02-07 15:37:00,2023-02-07 18:14:16.374603339,2.62,11.83
2381,ST-002,2023-02-07 10:34:00,2023-02-07 12:37:23.412556092,2.06,10.44
2382,ST-004,2023-02-07 12:39:00,2023-02-07 16:17:19.409975448,3.64,15.77
2383,ST-004,2023-02-07 13:57:00,2023-02-07 14:49:07.450672106,0.87,4.52
2384,ST-014,2023-02-07 08:36:00,2023-02-07 08:48:00.000000000,0.2,0.5
2385,ST-012,2023-02-07 12:14:00,2023-02-07 15:30:20.288839151,3.27,21.46
2386,ST-014,2023-02-07 09:17:00,2023-02-07 11:01:48.903636181,1.75,7.69
2387,ST-015,2023-02-07 10:39:00,2023-02-07 14:19:56.296888000,3.68,19.28
2388,ST-009,2023-02-07 09:44:00,2023-02-07 11:40:35.501048534,1.94,10.35
2389,ST-003,2023-02-07 23:06:00,2023-02-08 01:02:28.291360058,1.94,7.29
2390,ST-005,2023-02-07 10:48:00,2023-02-07 13:07:51.044758360,2.33,9.01
2391,ST-011,2023-02-07 13:13:00,2023-02-07 15:29:52.200655811,2.28,13.85
2392,ST-009,2023-02-07 07:22:00,2023-02-07 09:33:25.012868728,2.19,3.36
2393,ST-013,2023-02-07 15:07:00,2023-02-07 17:19:11.489299400,2.2,12.46
2394,ST-004,2023-02-07 12:36:00,2023-02-07 14:31:45.786006964,1.93,11.36
2395,ST-003,2023-02-07 15:24:00,2023-02-07 19:44:58.891364523,4.35,18.03
2396,ST-001,2023-02-07 08:43:00,2023-02-07 09:55:10.608121012,1.2,7.55
2397,ST-004,2023-02-07 15:03:00,2023-02-07 17:40:17.672996876,2.62,14.75
2398,ST-007,2023-02-07 13:22:00,2023-02-07 16:28:40.024769435,3.11,11.7
2399,ST-006,2023-02-07 14:10:00,2023-02-07 16:37:53.476664555,2.46,9.62
2400,ST-002,2023-02-07 19:53:00,2023-02-07 21:51:06.160482883,1.97,7.24
2401,ST-011,2023-02-07 12:26:00,2023-02-07 15:43:17.736768558,3.29,16.98
2402,ST-007,2023-02-07 19:29:00,2023-02-07 22:06:47.500039043,2.63,14.44
2403,ST-003,2023-02-07 17:13:00,2023-02-07 20:53:52.187471663,3.68,20.91
2404,ST-007,2023-02-07 07:00:00,2023-02-07 10:17:47.264972721,3.3,16.85
2405,ST-008,2023-02-07 18:57:00,2023-02-07 23:47:04.441009334,4.83,23.13
2406,ST-015,2023-02-07 07:38:00,2023-02-07 10:30:10.977029100,2.87,10.97
2407,ST-008,2023-02-07 13:23:00,2023-02-07 16:26:57.889103832,3.07,13.2
2408,ST-007,2023-02-07 02:41:00,2023-02-07 05:24:40.772244681,2.73,15.61
2409,ST-008,2023-02-07 15:05:00,2023-02-07 19:36:18.694657556,4.52,20.4
2410,ST-003,2023-02-07 15:30:00,2023-02-07 17:59:46.200697910,2.5,8.64
2411,ST-007,2023-02-07 08:55:00,2023-02-07 12:03:02.589049817,3.13,13.82
2412,ST-005,2023-02-07 10:47:00,2023-02-07 13:53:21.843415582,3.11,16.01
2413,ST-004,2023-02-07 06:14:00,2023-02-07 07:11:17.202226569,0.95,7.06
2414,ST-011,2023-02-07 15:51:00,2023-02-07 20:17:25.047738617,4.44,24.39
2415,ST-011,2023-02-07 13:07:00,2023-02-07 16:30:07.609591530,3.39,17.02
2416,ST-009,2023-02-07 03:51:00,2023-02-07 05:47:34.069879331,1.94,11.09
2417,ST-001,2023-02-07 17:54:00,2023-02-07 20:21:09.990459459,2.45,11.19
2418,ST-011,2023-02-07 10:53:00,2023-02-07 12:43:36.484959202,1.84,8.92
2419,ST-015,2023-02-07 16:47:00,2023-02-07 20:04:01.935994284,3.28,17.75
2420,ST-006,2023-02-07 06:12:00,2023-02-07 08:41:41.917535670,2.49,19.67
2421,ST-001,2023-02-07 10:42:00,2023-02-07 13:42:33.892420743,3.01,15.42
2422,ST-006,2023-02-08 12:06:00,2023-02-08 14:29:28.258751294,2.39,10.59
2423,ST-015,2023-02-08 09:19:00,2023-02-08 09:46:05.889579331,0.45,2.96
2424,ST-006,2023-02-08 11:06:00,2023-02-08 15:01:27.296932190,3.92,156.0839885069879
2425,ST-009,2023-02-08 15:35:00,2023-02-08 20:58:32.644991544,5.39,21.96
2426,ST-011,2023-02-08 11:39:00,2023-02-08 15:17:53.381486032,3.65,15.87
2427,ST-012,2023-02-08 10:04:00,2023-02-08 14:15:18.786591097,4.19,20.21
2428,ST-004,2023-02-08 15:52:00,2023-02-08 18:40:48.662154126,2.81,13.45
2429,ST-011,2023-02-08 10:46:00,2023-02-08 12:51:52.492761761,2.1,4.18
2430,ST-009,2023-02-08 08:47:00,2023-02-08 11:01:19.764721381,2.24,11.79
2431,ST-012,2023-02-08 05:49:00,2023-02-08 08:12:23.216315027,2.39,11.89
2432,ST-015,2023-02-08 18:00:00,2023-02-08 19:30:49.794192368,1.51,0.51
2433,ST-005,2023-02-08 10:40:00,2023-02-08 11:03:23.104618428,0.39,1.24
2434,ST-002,2023-02-08 07:26:00,2023-02-08 12:44:11.502521052,5.3,20.82
2435,ST-009,2023-02-08 08:08:00,2023-02-08 10:40:59.756706366,2.55,10.82
2436,ST-002,2023-02-08 23:22:00,2023-02-09 01:16:20.143429839,1.91,6.9
2437,ST-014,2023-02-08 20:43:00,2023-02-09 00:34:06.207269778,3.85,13.34
2438,ST-010,2023-02-08 05:38:00,2023-02-08 09:12:55.365951312,3.58,10.86
2439,ST-001,2023-02-08 12:06:00,2023-02-08 15:08:02.428344129,3.03,12.57
2440,ST-006,2023-02-08 15:59:00,2023-02-08 19:15:25.210937557,3.27,10.72
2441,ST-010,2023-02-08 09:49:00,2023-02-08 14:24:06.183310504,4.59,26.24
2442,ST-006,2023-02-08 17:17:00,2023-02-08 17:29:00.000000000,0.2,0.5
2443,ST-006,2023-02-08 16:21:00,2023-02-08 17:23:10.795179408,1.04,3.68
2444,ST-003,2023-02-08 14:22:00,2023-02-08 14:36:24.021306700,0.24,4.45
2445,ST-009,2023-02-08 11:12:00,2023-02-08 14:19:31.912019561,3.13,13.1
2446,ST-006,2023-02-08 08:23:00,2023-02-08 11:37:49.168132396,3.25,9.36
2447,ST-007,2023-02-08 12:43:00,2023-02-08 14:57:47.429032079,2.25,10.7
2448,ST-006,2023-02-08 20:56:00,2023-02-08 23:37:33.813554119,2.69,12.55
2449,ST-008,2023-02-08 17:15:00,2023-02-08 20:26:28.395230572,3.19,15.37
2450,ST-013,2023-02-08 05:18:00,2023-02-08 05:39:20.818149469,0.36,
2451,ST-003,2023-02-08 15:55:00,2023-02-08 18:26:26.473017432,2.52,12.85
2452,ST-009,2023-02-08 12:34:00,2023-02-08 13:27:26.634892022,0.89,5.08
2453,ST-010,2023-02-08 16:59:00,2023-02-08 19:54:04.699625696,2.92,8.43
2454,ST-011,2023-02-08 16:31:00,2023-02-08 19:17:22.281550745,2.77,7.26
2455,ST-006,2023-02-08 06:39:00,2023-02-08 07:06:58.643281705,0.47,2.4
2456,ST-005,2023-02-08 14:25:00,2023-02-08 17:38:23.347840280,3.22,14.15
2457,ST-010,2023-02-08 08:01:00,2023-02-08 09:59:18.855818037,1.97,4.71
2458,ST-007,2023-02-08 13:10:00,2023-02-08 15:31:31.077701823,2.36,19.57
2459,ST-008,2023-02-08 12:58:00,2023-02-08 13:45:29.477279599,0.79,2.32
2460,ST-007,2023-02-08 16:04:00,2023-02-08 18:01:37.440550578,1.96,8.05
2461,ST-005,2023-02-08 07:57:00,2023-02-08 09:40:02.917753853,1.72,6.41
2462,ST-009,2023-02-08 15:54:00,2023-02-08 18:07:06.543078048,2.22,9.0
2463,ST-011,2023-02-08 15:44:00,2023-02-08 17:23:53.721127511,1.66,9.57
2464,ST-010,2023-02-08 12:42:00,2023-02-08 13:58:19.295267091,1.27,5.55
2465,ST-001,2023-02-08 11:57:00,2023-02-08 13:46:23.354071481,1.82,9.71
2466,ST-014,2023-02-08 11:49:00,2023-02-08 12:19:54.434166073,0.52,3.64
2467,ST-012,2023-02-08 13:06:00,2023-02-08 15:46:52.999240853,2.68,6.13
2468,ST-005,2023-02-08 15:39:00,2023-02-08 18:54:52.498434141,3.26,14.72
2469,ST-006,2023-02-08 18:13:00,2023-02-08 21:12:35.617923783,2.99,9.56
2470,ST-014,2023-02-08 13:48:00,2023-02-08 17:06:56.667715048,3.32,13.13
2471,ST-003,2023-02-08 05:56:00,2023-02-08 07:10:56.577072074,1.25,0.5
2472,ST-007,2023-02-08 19:17:00,2023-02-09 00:15:09.705653408,4.97,22.57
2473,ST-001,2023-02-08 12:26:00,2023-02-08 15:30:04.828328398,3.07,8.81
2474,ST-007,2023-02-08 18:18:00,2023-02-08 19:32:42.532500501,1.25,3.23
2475,ST-001,2023-02-08 14:07:00,2023-02-08 15:51:59.982520418,1.75,7.93
2476,ST-002,2023-02-08 20:57:00,2023-02-08 23:17:54.624280841,2.35,10.21
2477,ST-012,2023-02-08 10:06:00,2023-02-08 11:00:38.794898467,0.91,4.76
2478,ST-004,2023-02-08 14:12:00,2023-02-08 16:35:00.892359395,2.38,6.14
2479,ST-014,2023-02-08 17:00:00,2023-02-08 18:01:08.614207750,1.02,3.75
2480,ST-011,2023-02-08 10:31:00,2023-02-08 13:18:51.027379522,2.8,13.64
2481,ST-011,2023-02-09 06:40:00,2023-02-09 09:28:53.518045812,2.81,10.87
2482,ST-003,2023-02-09 20:20:00,2023-02-10 01:13:19.779911790,4.89,18.69
2483,ST-002,2023-02-09 16:47:00,2023-02-09 20:11:36.090288911,3.41,13.94
2484,ST-001,2023-02-09 13:33:00,2023-02-09 16:12:13.418459721,2.65,7.06
2485,ST-012,2023-02-09 11:57:00,2023-02-09 15:00:27.844684274,3.06,14.16
2486,ST-003,2023-02-09 12:08:00,2023-02-09 15:34:38.110853733,3.44,14.56
2487,ST-015,2023-02-09 15:11:00,2023-02-09 16:42:45.096132381,1.53,2.76
2488,ST-008,2023-02-09 14:43:00,2023-02-09 17:06:03.038770630,2.38,4.09
2489,ST-005,2023-02-09 17:36:00,2023-02-09 19:33:30.402701567,1.96,8.12
2490,ST-012,2023-02-09 16:05:00,2023-02-09 19:48:33.964698655,3.73,8.08
2491,ST-009,2023-02-09 15:13:00,2023-02-09 20:40:13.578108584,5.45,21.65
2492,ST-003,2023-02-09 13:28:00,2023-02-09 15:38:10.391535449,2.17,11.51
2493,ST-007,2023-02-09 12:40:00,2023-02-09 14:52:40.141242089,2.21,11.3
2494,ST-014,2023-02-09 11:46:00,2023-02-09 15:30:40.422935077,3.74,20.26
2495,ST-002,2023-02-09 12:34:00,2023-02-09 12:46:00.000000000,0.2,0.5
2496,ST-001,2023-02-09 12:21:00,2023-02-09 14:02:40.887343459,1.69,7.39
2497,ST-001,2023-02-09 07:33:00,2023-02-09 11:31:02.027204706,3.97,14.55
2498,ST-008,2023-02-09 16:00:00,2023-02-09 19:35:49.793825311,3.6,18.21
2499,ST-004,2023-02-09 15:43:00,2023-02-09 19:51:51.740732858,4.15,19.52
2500,ST-007,2023-02-09 10:43:00,2023-02-09 14:03:08.318709839,3.34,12.8
2501,ST-002,2023-02-09 12:21:00,2023-02-09 14:57:08.274692272,2.6,14.82
2502,ST-011,2023-02-09 13:16:00,2023-02-09 16:50:44.213450876,3.58,11.33
2503,ST-011,2023-02-09 16:24:00,2023-02-09 18:58:43.392640840,2.58,15.75
2504,ST-012,2023-02-09 06:20:00,2023-02-09 09:45:25.045751810,3.42,17.66
2505,ST-013,2023-02-09 14:23:00,2023-02-09 17:46:39.294143367,3.39,12.49
2506,ST-002,2023-02-09 13:58:00,2023-02-09 17:33:05.664306740,3.58,12.28
2507,ST-003,2023-02-09 12:18:00,2023-02-09 15:18:05.583333784,3.0,13.18
2508,ST-012,2023-02-09 17:54:00,2023-02-09 19:45:10.407679398,1.85,7.28
2509,ST-001,2023-02-09 10:14:00,2023-02-09 13:21:09.448649784,3.12,14.69
2510,ST-004,2023-02-09 15:17:00,2023-02-09 20:17:18.924636795,5.01,19.78
2511,ST-004,2023-02-09 08:51:00,2023-02-09 10:30:20.224069207,1.66,4.36
2512,ST-005,2023-02-09 18:08:00,2023-02-09 22:28:51.327195230,4.35,20.64
2513,ST-013,2023-02-09 11:59:00,2023-02-09 12:31:27.517738549,0.54,5.54
2514,ST-011,2023-02-09 09:57:00,2023-02-09 13:04:26.884844066,3.12,13.44
2515,ST-003,2023-02-09 08:53:00,2023-02-09 11:22:13.333677647,2.49,13.95
2516,ST-001,2023-02-09 09:45:00,2023-02-09 10:45:10.633850219,1.0,1.98
2517,ST-007,2023-02-09 14:39:00,2023-02-09 16:11:21.809325426,1.54,0.5
2518,ST-013,2023-02-09 07:14:00,2023-02-09 08:39:21.904036426,1.42,8.33
2519,ST-006,2023-02-09 09:52:00,2023-02-09 12:33:01.702639361,2.68,18.88
2520,ST-004,2023-02-09 13:42:00,2023-02-09 16:37:50.238637165,2.93,7.64
2521,ST-010,2023-02-09 02:34:00,2023-02-09 07:08:33.055224571,4.58,24.72
2522,ST-006,2023-02-09 13:20:00,2023-02-09 13:58:17.131189210,0.64,2.15
2523,ST-014,2023-02-09 13:48:00,2023-02-09 15:37:20.727265964,1.82,2.74
2524,ST-006,2023-02-09 12:13:00,2023-02-09 12:36:30.909753472,0.39,0.5
2525,ST-007,2023-02-09 12:22:00,2023-02-09 15:06:55.704348727,2.75,10.59
2526,ST-011,2023-02-09 13:33:00,2023-02-09 17:19:29.189504375,3.77,15.54
2527,ST-008,2023-02-09 10:36:00,2023-02-09 12:00:57.614435614,1.42,3.15
2528,ST-007,2023-02-09 06:46:00,2023-02-09 09:37:12.511485336,2.85,6.84
2529,ST-001,2023-02-09 07:23:00,2023-02-09 09:25:32.812480117,2.04,10.8
2530,ST-010,2023-02-09 08:21:00,2023-02-09 10:40:10.628618477,2.32,8.04
2531,ST-004,2023-02-09 10:33:00,2023-02-09 14:02:19.967174751,3.49,13.89
2532,ST-012,2023-02-09 14:29:00,2023-02-09 15:46:16.753943727,1.29,4.57
2533,ST-013,2023-02-09 16:11:00,2023-02-09 16:43:00.471883638,0.53,0.5
2534,ST-014,2023-02-09 15:47:00,2023-02-09 19:45:46.820387234,3.98,21.65
2535,ST-010,2023-02-09 12:14:00,2023-02-09 15:41:12.783509196,3.45,11.76
2536,ST-005,2023-02-09 14:43:00,2023-02-09 16:00:35.469237916,1.29,5.49
2537,ST-015,2023-02-09 13:31:00,2023-02-09 17:08:31.259446428,3.63,18.45
2538,ST-013,2023-02-09 11:01:00,2023-02-09 13:38:45.532223081,2.63,9.78
2539,ST-002,2023-02-09 23:38:00,2023-02-10 02:21:07.059507816,2.72,
2540,ST-008,2023-02-09 17:40:00,2023-02-09 21:04:44.376865905,3.41,17.32
2541,ST-011,2023-02-09 17:38:00,2023-02-09 21:39:33.680049462,4.03,18.56
2542,ST-010,2023-02-09 16:54:00,2023-02-09 18:18:54.178675661,1.42,4.07
2543,ST-010,2023-02-09 06:30:00,2023-02-09 09:59:35.211581793,3.49,12.48
2544,ST-015,2023-02-09 12:38:00,2023-02-09 15:10:49.719069184,2.55,10.18
2545,ST-003,2023-02-09 12:07:00,2023-02-09 14:04:48.826263050,1.96,6.32
2546,ST-015,2023-02-09 04:28:00,2023-02-09 06:43:11.310513079,2.25,8.51
2547,ST-015,2023-02-09 07:10:00,2023-02-09 09:04:00.927325827,1.9,8.05
2548,ST-015,2023-02-09 14:36:00,2023-02-09 15:40:47.330929046,1.08,3.29
2549,ST-007,2023-02-09 08:25:00,2023-02-09 10:49:20.256760631,2.41,10.56
2550,ST-010,2023-02-09 23:16:00,2023-02-10 01:16:17.000095186,2.0,10.17
2551,ST-004,2023-02-09 15:54:00,2023-02-09 19:26:41.802418400,3.54,13.83
2552,ST-009,2023-02-09 09:22:00,2023-02-09 10:29:36.175531944,1.13,8.07
2553,ST-011,2023-02-09 03:02:00,2023-02-09 07:39:06.338596052,4.62,17.91
2554,ST-014,2023-02-09 19:16:00,2023-02-09 21:35:47.674153109,2.33,9.76
2555,ST-005,2023-02-09 06:11:00,2023-02-09 08:29:01.211336944,2.3,11.21
2556,ST-007,2023-02-09 11:10:00,2023-02-09 13:41:27.513693178,2.52,5.6
2557,ST-011,2023-02-09 13:39:00,2023-02-09 18:31:06.215062869,4.87,21.44
2558,ST-008,2023-02-09 12:51:00,2023-02-09 14:57:23.904863931,2.11,10.57
2559,ST-011,2023-02-09 07:15:00,2023-02-09 07:47:13.588995001,0.54,3.15
2560,ST-005,2023-02-10 16:23:00,2023-02-10 20:05:55.335546159,3.72,17.15
2561,ST-012,2023-02-10 13:11:00,2023-02-10 17:07:54.554874434,3.95,18.96
2562,ST-006,2023-02-10 11:47:00,2023-02-10 14:02:25.831757899,2.26,9.58
2563,ST-003,2023-02-10 17:07:00,2023-02-10 17:19:00.000000000,0.2,0.97
2564,ST-015,2023-02-10 07:15:00,2023-02-10 10:33:22.034375657,3.31,12.37
2565,ST-013,2023-02-10 20:54:00,2023-02-11 00:36:43.086166008,3.71,18.06
2566,ST-013,2023-02-10 12:39:00,2023-02-10 17:32:57.309786398,4.9,23.96
2567,ST-014,2023-02-10 07:10:00,2023-02-10 10:20:48.740168593,3.18,13.83
2568,ST-006,2023-02-10 14:35:00,2023-02-10 16:45:37.802667454,2.18,11.17
2569,ST-001,2023-02-10 10:32:00,2023-02-10 13:47:33.889382312,3.26,12.85
2570,ST-008,2023-02-10 10:55:00,2023-02-10 14:46:25.809528123,3.86,16.13
2571,ST-004,2023-02-10 20:35:00,2023-02-10 22:11:48.733328788,1.61,0.5
2572,ST-011,2023-02-10 11:28:00,2023-02-10 12:55:38.074695269,1.46,4.66
2573,ST-014,2023-02-10 18:39:00,2023-02-10 21:20:30.816553851,2.69,15.7
2574,ST-015,2023-02-10 11:03:00,2023-02-10 13:04:53.656882136,2.03,10.62
2575,ST-015,2023-02-10 16:20:00,2023-02-10 18:31:10.153630856,2.19,10.14
2576,ST-007,2023-02-10 11:57:00,2023-02-10 13:05:17.059053972,1.14,2.59
2577,ST-014,2023-02-10 15:46:00,2023-02-10 19:46:38.782780871,4.01,13.58
2578,ST-001,2023-02-10 11:23:00,2023-02-10 14:50:13.177579564,3.45,13.61
2579,ST-003,2023-02-10 07:12:00,2023-02-10 10:16:48.319605004,3.08,13.07
2580,ST-009,2023-02-10 11:55:00,2023-02-10 15:46:08.620568343,3.85,13.94
2581,ST-003,2023-02-10 18:50:00,2023-02-10 21:25:27.347257041,2.59,13.41
2582,ST-011,2023-02-10 12:11:00,2023-02-10 14:15:55.347805278,2.08,11.66
2583,ST-011,2023-02-10 17:49:00,2023-02-10 18:53:38.762542642,1.08,8.66
2584,ST-008,2023-02-10 09:30:00,2023-02-10 11:47:48.504349960,2.3,12.6
2585,ST-009,2023-02-10 11:40:00,2023-02-10 15:10:18.716544912,3.51,15.84
2586,ST-012,2023-02-10 10:05:00,2023-02-10 13:04:32.214527901,2.99,12.92
2587,ST-012,2023-02-10 16:28:00,2023-02-10 18:23:25.211876342,1.92,13.24
2588,ST-002,2023-02-10 12:58:00,2023-02-10 14:37:36.096403222,1.66,4.38
2589,ST-003,2023-02-10 20:48:00,2023-02-10 23:28:19.359134743,2.67,9.38
2590,ST-001,2023-02-10 06:27:00,2023-02-10 08:18:22.479217407,1.86,6.27
2591,ST-004,2023-02-10 03:53:00,2023-02-10 06:16:23.935509398,2.39,13.6
2592,ST-011,2023-02-10 05:07:00,2023-02-10 06:39:17.983280086,1.54,4.21
2593,ST-015,2023-02-10 08:46:00,2023-02-10 13:17:07.377234499,4.52,20.01
2594,ST-002,2023-02-10 19:08:00,2023-02-10 21:36:50.674263959,2.48,12.12
2595,ST-003,2023-02-10 07:40:00,2023-02-10 09:26:03.237751901,1.77,14.34
2596,ST-011,2023-02-10 14:26:00,2023-02-10 15:45:42.066954399,1.33,8.58
2597,ST-003,2023-02-10 06:40:00,2023-02-10 08:29:45.607629151,1.83,13.91
2598,ST-010,2023-02-10 11:36:00,2023-02-10 13:17:27.460241384,1.69,2.52
2599,ST-004,2023-02-10 13:38:00,2023-02-10 17:04:50.883018130,3.45,17.9
2600,ST-002,2023-02-10 15:53:00,2023-02-10 17:32:33.240090902,1.66,8.91
2601,ST-009,2023-02-10 14:50:00,2023-02-10 17:47:15.125725232,2.95,13.2
2602,ST-003,2023-02-10 06:19:00,2023-02-10 07:32:19.561937285,1.22,4.57
2603,ST-001,2023-02-10 11:13:00,2023-02-10 13:16:01.597125264,2.05,12.95
2604,ST-008,2023-02-10 17:08:00,2023-02-10 19:59:43.234785257,2.86,10.99
2605,ST-003,2023-02-10 15:45:00,2023-02-10 19:40:55.493730231,3.93,16.9
2606,ST-006,2023-02-10 06:42:00,2023-02-10 08:48:29.897524295,2.11,2.26
2607,ST-015,2023-02-10 15:37:00,2023-02-10 17:21:13.918518971,1.74,4.31
2608,ST-010,2023-02-10 08:06:00,2023-02-10 09:22:41.260381243,1.28,3.33
2609,ST-002,2023-02-10 15:45:00,2023-02-10 19:40:52.344048355,3.93,20.43
2610,ST-001,2023-02-10 17:45:00,2023-02-10 19:26:41.281667622,1.69,1.99
2611,ST-007,2023-02-10 09:49:00,2023-02-10 11:33:29.815849827,1.74,4.78
2612,ST-009,2023-02-10 15:31:00,2023-02-10 20:04:29.910683502,4.56,14.88
2613,ST-005,2023-02-10 09:59:00,2023-02-10 13:24:08.004910526,3.42,14.43
2614,ST-010,2023-02-10 15:06:00,2023-02-10 18:44:51.605950597,3.65,15.99
2615,ST-002,2023-02-10 14:50:00,2023-02-10 17:03:12.281339484,2.22,9.05
2616,ST-006,2023-02-10 16:40:00,2023-02-10 19:27:59.482577731,2.8,15.43
2617,ST-012,2023-02-10 14:33:00,2023-02-10 16:26:32.018863696,1.89,11.45
2618,ST-013,2023-02-10 23:26:00,2023-02-11 02:18:19.644478297,2.87,14.73
2619,ST-011,2023-02-10 12:17:00,2023-02-10 14:28:22.020505781,2.19,10.52
2620,ST-006,2023-02-10 17:33:00,2023-02-10 20:25:14.234411872,2.87,11.24
2621,ST-014,2023-02-10 07:10:00,2023-02-10 11:39:36.443804232,4.49,18.15
2622,ST-002,2023-02-10 14:36:00,2023-02-10 17:27:52.121509226,2.86,12.25
2623,ST-009,2023-02-10 09:02:00,2023-02-10 13:36:26.970479637,4.57,20.47
2624,ST-008,2023-02-10 18:27:00,2023-02-10 20:27:25.141261971,2.01,10.1
2625,ST-010,2023-02-10 08:22:00,2023-02-10 10:38:38.726504093,2.28,11.78
2626,ST-008,2023-02-10 11:49:00,2023-02-10 14:06:31.055184734,2.29,16.42
2627,ST-005,2023-02-10 15:50:00,2023-02-10 18:01:45.575186270,2.2,7.74
2628,ST-004,2023-02-10 15:15:00,2023-02-10 18:37:09.941926168,3.37,15.38
2629,ST-008,2023-02-10 18:27:00,2023-02-10 21:55:46.744069226,3.48,13.67
2630,ST-005,2023-02-10 14:54:00,2023-02-10 16:25:16.472206646,1.52,1.99
2631,ST-014,2023-02-10 13:49:00,2023-02-10 16:40:27.531568225,2.86,9.03
2632,ST-008,2023-02-10 13:25:00,2023-02-10 17:32:09.635296434,4.12,19.24
2633,ST-007,2023-02-10 14:18:00,2023-02-10 17:36:14.878201847,3.3,12.9
2634,ST-002,2023-02-10 13:20:00,2023-02-10 14:37:56.351175434,1.3,9.08
2635,ST-004,2023-02-10 19:29:00,2023-02-10 19:41:00.000000000,0.2,1.28
2636,ST-015,2023-02-10 17:14:00,2023-02-10 21:26:54.976205237,4.22,15.88
2637,ST-002,2023-02-10 11:08:00,2023-02-10 12:48:46.123785902,1.68,8.12
2638,ST-005,2023-02-10 12:48:00,2023-02-10 15:55:09.095106797,3.12,13.08
2639,ST-006,2023-02-10 17:33:00,2023-02-10 20:55:34.710074184,3.38,11.73
2640,ST-006,2023-02-10 09:52:00,2023-02-10 13:01:15.580074904,3.15,14.71
2641,ST-008,2023-02-10 11:35:00,2023-02-10 12:58:25.148093999,1.39,8.87
2642,ST-010,2023-02-10 13:56:00,2023-02-10 14:34:24.324695021,0.64,1.11
2643,ST-001,2023-02-10 10:42:00,2023-02-10 14:10:38.656508670,3.48,8.31
2644,ST-001,2023-02-10 12:43:00,2023-02-10 17:18:27.774110439,4.59,16.69
2645,ST-015,2023-02-10 17:06:00,2023-02-10 18:44:03.164723904,1.63,6.07
2646,ST-003,2023-02-10 07:38:00,2023-02-10 09:35:13.954124758,1.95,12.43
2647,ST-014,2023-02-10 12:26:00,2023-02-10 15:04:08.472603133,2.64,13.34
2648,ST-003,2023-02-10 10:41:00,2023-02-10 15:01:29.994474968,4.34,23.05
2649,ST-002,2023-02-10 09:42:00,2023-02-10 10:58:32.632722751,1.28,4.63
2650,ST-002,2023-02-11 14:14:00,2023-02-11 18:16:41.836979825,4.04,19.53
2651,ST-011,2023-02-11 09:42:00,2023-02-11 12:33:35.362126832,2.86,12.12
2652,ST-004,2023-02-11 15:27:00,2023-02-11 19:15:36.967084824,3.81,13.37
2653,ST-008,2023-02-11 11:53:00,2023-02-11 14:15:53.896610199,2.38,13.07
2654,ST-013,2023-02-11 18:40:00,2023-02-11 21:40:38.549881590,3.01,12.92
2655,ST-013,2023-02-11 06:18:00,2023-02-11 10:24:27.655393961,4.11,17.11
2656,ST-004,2023-02-11 15:01:00,2023-02-11 16:01:20.237000903,1.01,1.65
2657,ST-009,2023-02-11 14:27:00,2023-02-11 16:15:11.869930230,1.8,7.56
2658,ST-010,2023-02-11 16:59:00,2023-02-11 17:43:26.526787124,0.74,8.16
2659,ST-003,2023-02-11 12:20:00,2023-02-11 13:24:11.759045865,1.07,7.87
2660,ST-006,2023-02-11 07:53:00,2023-02-11 10:06:17.422714451,2.22,19.15
2661,ST-003,2023-02-11 10:22:00,2023-02-11 11:39:23.294578675,1.29,10.99
2662,ST-012,2023-02-11 18:52:00,2023-02-11 21:39:52.160427278,2.8,16.07
2663,ST-006,2023-02-11 13:17:00,2023-02-11 16:07:40.071184682,2.84,16.66
2664,ST-014,2023-02-11 10:09:00,2023-02-11 12:43:36.798984136,2.58,6.31
2665,ST-015,2023-02-11 16:14:00,2023-02-11 18:17:01.106411156,2.05,8.24
2666,ST-012,2023-02-11 18:48:00,2023-02-11 21:56:28.987964855,3.14,19.61
2667,ST-005,2023-02-11 14:39:00,2023-02-11 17:26:18.479713219,2.79,8.41
2668,ST-013,2023-02-11 03:25:00,2023-02-11 05:12:47.387656568,1.8,7.97
2669,ST-004,2023-02-11 11:31:00,2023-02-11 16:13:26.102446101,4.71,24.02
2670,ST-012,2023-02-11 11:17:00,2023-02-11 12:15:03.342942256,0.97,6.37
2671,ST-005,2023-02-11 05:53:00,2023-02-11 08:30:15.385116619,2.62,12.85
2672,ST-010,2023-02-11 12:43:00,2023-02-11 14:46:10.060576762,2.05,14.99
2673,ST-015,2023-02-11 15:22:00,2023-02-11 17:13:09.188740614,1.85,10.22
2674,ST-015,2023-02-11 11:28:00,2023-02-11 12:31:00.255285679,1.05,2.81
